company_name,url,revenue_class,crawled_categories,crawled_urls,is_crawled
トヨタ自動車株式会社,https://global.toyota/,S,"about, ir, news, top","https://global.toyota/, https://global.toyota/info/airmobility/?padid=ag478_from_pickup3, https://global.toyota/jp/company/trajectory-of-toyota/history/?padid=ag478_from_updates, https://global.toyota/jp/newsroom/, https://global.toyota/jp/newsroom/corporate/44152482.html?padid=ag478_from_pickup2, https://global.toyota/jp/newsroom/fact-data/?padid=ag478_from_pickup3, https://global.toyota/jp/newsroom/fact-data/?padid=ag478_from_updates, https://global.toyota/jp/newsroom/toyota/44149865.html?padid=ag478_from_pickup",True
本田技研工業株式会社,https://www.honda.co.jp/,S,"about, business, news, top","https://www.honda.co.jp/, https://www.honda.co.jp/SmaChari/?from=top_mobilityservice_area, https://www.honda.co.jp/business_services/?from=top_about_honda, https://www.honda.co.jp/everygo/?from=top_mobilityservice_area, https://www.honda.co.jp/hotnews/?from=top_text_btn, https://www.honda.co.jp/mobilityservice/?from=top_text_btn",True
伊藤忠商事株式会社,https://www.itochu.co.jp/ja/index.html,S,"about, business, ir, news, top","https://www.itochu.co.jp/ja/about/dx/index.html, https://www.itochu.co.jp/ja/about/ethical_conduct/index.html, https://www.itochu.co.jp/ja/about/governance_compliance/index.html, https://www.itochu.co.jp/ja/about/governance_compliance/stakeholder/index.html, https://www.itochu.co.jp/ja/about/health/index.html, https://www.itochu.co.jp/ja/about/history/index.html, https://www.itochu.co.jp/ja/about/index.html, https://www.itochu.co.jp/ja/about/magazine/, https://www.itochu.co.jp/ja/about/media_center/index.html, https://www.itochu.co.jp/ja/about/message/index.html, https://www.itochu.co.jp/ja/about/mission/index.html, https://www.itochu.co.jp/ja/about/mission/values/index.html, https://www.itochu.co.jp/ja/about/network/index.html, https://www.itochu.co.jp/ja/about/officer/index.html, https://www.itochu.co.jp/ja/about/organization/index.html, https://www.itochu.co.jp/ja/about/partner/index.html, https://www.itochu.co.jp/ja/about/plan/index.html, https://www.itochu.co.jp/ja/about/presidentmessage/index.html, https://www.itochu.co.jp/ja/about/profile/index.html, https://www.itochu.co.jp/ja/about/profile/map.html, https://www.itochu.co.jp/ja/about/work_style/index.html, https://www.itochu.co.jp/ja/business/8th/index.html, https://www.itochu.co.jp/ja/business/chemical/index.html, https://www.itochu.co.jp/ja/business/cleantech/index.html, https://www.itochu.co.jp/ja/business/food/index.html, https://www.itochu.co.jp/ja/business/general/index.html, https://www.itochu.co.jp/ja/business/ict/index.html, https://www.itochu.co.jp/ja/business/index.html, https://www.itochu.co.jp/ja/business/machinery/index.html, https://www.itochu.co.jp/ja/business/metal/index.html, https://www.itochu.co.jp/ja/business/textile/index.html, https://www.itochu.co.jp/ja/corporatebranding/contents_gallery.html, https://www.itochu.co.jp/ja/corporatebranding/index.html, https://www.itochu.co.jp/ja/corporatebranding/sdgs/about.html, https://www.itochu.co.jp/ja/corporatebranding/sdgs/exhibition.html, https://www.itochu.co.jp/ja/corporatebranding/topics.html, https://www.itochu.co.jp/ja/corporatebranding/topics/2024/tvcm_spring.html, https://www.itochu.co.jp/ja/csr/environment/index.html, https://www.itochu.co.jp/ja/csr/news/index.html, https://www.itochu.co.jp/ja/csr/news/index.xml, https://www.itochu.co.jp/ja/csr/social/press/index.html, https://www.itochu.co.jp/ja/index.html, https://www.itochu.co.jp/ja/inquiry/index.html, https://www.itochu.co.jp/ja/ir/calendar/index.html, https://www.itochu.co.jp/ja/ir/doc/annual_report/index.html, https://www.itochu.co.jp/ja/ir/doc/index.html, https://www.itochu.co.jp/ja/ir/doc/presentation/index.html, https://www.itochu.co.jp/ja/ir/faq/index.html, https://www.itochu.co.jp/ja/ir/finance/index.html, https://www.itochu.co.jp/ja/ir/financial_statements/index.html, https://www.itochu.co.jp/ja/ir/index.html, https://www.itochu.co.jp/ja/ir/investor/index.html, https://www.itochu.co.jp/ja/ir/links/index.html, https://www.itochu.co.jp/ja/ir/mail/index.html, https://www.itochu.co.jp/ja/ir/management/index.html, https://www.itochu.co.jp/ja/ir/news/index.html, https://www.itochu.co.jp/ja/ir/news/index.xml, https://www.itochu.co.jp/ja/ir/policy/index.html, https://www.itochu.co.jp/ja/ir/shareholder/announcement/index.html, https://www.itochu.co.jp/ja/ir/shareholder/index.html, https://www.itochu.co.jp/ja/ir/sitemap/index.html, https://www.itochu.co.jp/ja/ir/use/index.html, https://www.itochu.co.jp/ja/news/8th/index.html, https://www.itochu.co.jp/ja/news/chemical/index.html, https://www.itochu.co.jp/ja/news/food/index.html, https://www.itochu.co.jp/ja/news/general/index.html, https://www.itochu.co.jp/ja/news/ict/index.html, https://www.itochu.co.jp/ja/news/machinery/index.html, https://www.itochu.co.jp/ja/news/metal/index.html, https://www.itochu.co.jp/ja/news/news/index.html, https://www.itochu.co.jp/ja/news/press/index.html, https://www.itochu.co.jp/ja/news/press/index.xml, https://www.itochu.co.jp/ja/news/textile/index.html, https://www.itochu.co.jp/ja/whats_new/caution.html",True
三井物産株式会社,https://www.mitsui.com/jp/ja/,S,"about, business, ir, news, recruit, top","https://www.mitsui.com/ap/en/index.html, https://www.mitsui.com/au/en/index.html, https://www.mitsui.com/be/en/index.html, https://www.mitsui.com/br/en/index.html, https://www.mitsui.com/ca/en/index.html, https://www.mitsui.com/cl/en/index.html, https://www.mitsui.com/de/en/index.html, https://www.mitsui.com/eu/en/index.html, https://www.mitsui.com/id/en/index.html, https://www.mitsui.com/it/en/index.html, https://www.mitsui.com/jp/en/index.html, https://www.mitsui.com/jp/ja/, https://www.mitsui.com/jp/ja/careers/index.html, https://www.mitsui.com/jp/ja/careers/mitsuigroup/index.html, https://www.mitsui.com/jp/ja/company/brochure/index.html, https://www.mitsui.com/jp/ja/company/business/index.html, https://www.mitsui.com/jp/ja/company/business/units/bm/index.html, https://www.mitsui.com/jp/ja/company/business/units/corpdev/index.html, https://www.mitsui.com/jp/ja/company/business/units/dis/index.html, https://www.mitsui.com/jp/ja/company/business/units/food/index.html, https://www.mitsui.com/jp/ja/company/business/units/frm/index.html, https://www.mitsui.com/jp/ja/company/business/units/glng/index.html, https://www.mitsui.com/jp/ja/company/business/units/ict/index.html, https://www.mitsui.com/jp/ja/company/business/units/ies/index.html, https://www.mitsui.com/jp/ja/company/business/units/index.html, https://www.mitsui.com/jp/ja/company/business/units/metal/index.html, https://www.mitsui.com/jp/ja/company/business/units/mobility1/index.html, https://www.mitsui.com/jp/ja/company/business/units/mobility2/index.html, https://www.mitsui.com/jp/ja/company/business/units/na/index.html, https://www.mitsui.com/jp/ja/company/business/units/pm/index.html, https://www.mitsui.com/jp/ja/company/business/units/product/index.html, https://www.mitsui.com/jp/ja/company/business/units/wl/index.html, https://www.mitsui.com/jp/ja/company/index.html, https://www.mitsui.com/jp/ja/company/message/index.html, https://www.mitsui.com/jp/ja/company/outline/dx_comprehensive/index.html, https://www.mitsui.com/jp/ja/company/outline/governance/index.html, https://www.mitsui.com/jp/ja/company/outline/human_resource_management/index.html, https://www.mitsui.com/jp/ja/company/outline/idea/index.html, https://www.mitsui.com/jp/ja/company/outline/index.html, https://www.mitsui.com/jp/ja/company/outline/officer/index.html, https://www.mitsui.com/jp/ja/company/outline/profile/index.html, https://www.mitsui.com/jp/ja/company/outline/worldwide/index.html, https://www.mitsui.com/jp/ja/environment/index.html, https://www.mitsui.com/jp/ja/information/index.html, https://www.mitsui.com/jp/ja/innovation/business/broiler_farming/index.html, https://www.mitsui.com/jp/ja/ir/calendar/2027/index.html, https://www.mitsui.com/jp/ja/ir/data/index.html, https://www.mitsui.com/jp/ja/ir/index.html, https://www.mitsui.com/jp/ja/ir/information/index.html, https://www.mitsui.com/jp/ja/ir/investor/index.html, https://www.mitsui.com/jp/ja/ir/library/index.html, https://www.mitsui.com/jp/ja/ir/library/meeting/2026/index.html, https://www.mitsui.com/jp/ja/ir/library/online2025/index.html, https://www.mitsui.com/jp/ja/ir/management/index.html, https://www.mitsui.com/jp/ja/ir/meeting/index.html, https://www.mitsui.com/jp/ja/ir/news/index.html, https://www.mitsui.com/jp/ja/ir/support/index.html, https://www.mitsui.com/jp/ja/library/movie/index.html, https://www.mitsui.com/jp/ja/news/index.html, https://www.mitsui.com/jp/ja/release/2018/index.html, https://www.mitsui.com/jp/ja/release/2019/index.html, https://www.mitsui.com/jp/ja/release/2020/index.html, https://www.mitsui.com/jp/ja/release/2021/index.html, https://www.mitsui.com/jp/ja/release/2022/index.html, https://www.mitsui.com/jp/ja/release/2023/index.html, https://www.mitsui.com/jp/ja/release/2024/index.html, https://www.mitsui.com/jp/ja/release/2025/index.html, https://www.mitsui.com/jp/ja/release/2026/index.html, https://www.mitsui.com/jp/ja/release/index.html, https://www.mitsui.com/jp/ja/sustainability/environment/climate_change/index.html, https://www.mitsui.com/jp/ja/sustainability/environment/index.html, https://www.mitsui.com/jp/ja/sustainability/environment/natural_capital/leap/index.html, https://www.mitsui.com/kr/en/index.html, https://www.mitsui.com/mgssi/ja/, https://www.mitsui.com/mx/en/index.html, https://www.mitsui.com/ru/en/index.html, https://www.mitsui.com/solution/, https://www.mitsui.com/th/en/index.html, https://www.mitsui.com/us/en/index.html",True
日本電信電話株式会社,https://group.ntt/jp/corporate/,S,"about, business, history, ir, news, recruit, top","https://group.ntt/jp/business/, https://group.ntt/jp/business/global_solutions.html, https://group.ntt/jp/business/integrated_ict.html, https://group.ntt/jp/business/others.html, https://group.ntt/jp/business/regional_communications.html, https://group.ntt/jp/careers/, https://group.ntt/jp/careers_group/, https://group.ntt/jp/careers_rd/, https://group.ntt/jp/corporate/, https://group.ntt/jp/corporate/access/, https://group.ntt/jp/corporate/compliance.html, https://group.ntt/jp/corporate/internalcontrol.html, https://group.ntt/jp/corporate/message/, https://group.ntt/jp/corporate/organization/, https://group.ntt/jp/corporate/overview/, https://group.ntt/jp/corporate/press_conference/, https://group.ntt/jp/corporate/press_conference/2025/11/251104.html, https://group.ntt/jp/corporate/press_conference/2025/12/251208.html, https://group.ntt/jp/corporate/press_conference/2026/02/260205.html, https://group.ntt/jp/corporate/press_conference/rss/press-conference.rdf, https://group.ntt/jp/disaster/3principles/restoration.html, https://group.ntt/jp/disaster/news/, https://group.ntt/jp/disaster/service/, https://group.ntt/jp/disaster/service/171.html, https://group.ntt/jp/disaster/service/docomo.html, https://group.ntt/jp/disaster/service/web171.html, https://group.ntt/jp/group/brand_ad/, https://group.ntt/jp/group/gnavi/, https://group.ntt/jp/group/gnavi/group.html, https://group.ntt/jp/group/history/, https://group.ntt/jp/group/product/, https://group.ntt/jp/group/product/category/business.html, https://group.ntt/jp/group/product/companies/, https://group.ntt/jp/group/product/syllabary_order/, https://group.ntt/jp/ir/, https://group.ntt/jp/ir/contact/, https://group.ntt/jp/ir/disclaimer/, https://group.ntt/jp/ir/faq/, https://group.ntt/jp/ir/fin/, https://group.ntt/jp/ir/fin/forecast.html, https://group.ntt/jp/ir/fin/highlight.html, https://group.ntt/jp/ir/fin/segment.html, https://group.ntt/jp/ir/fin/subscriber.html, https://group.ntt/jp/ir/library/, https://group.ntt/jp/ir/library/annual/, https://group.ntt/jp/ir/library/latest/, https://group.ntt/jp/ir/library/material/, https://group.ntt/jp/ir/library/nttis/, https://group.ntt/jp/ir/library/presentation/, https://group.ntt/jp/ir/library/presentation/private/, https://group.ntt/jp/ir/library/results/, https://group.ntt/jp/ir/library/timely_disclosure/, https://group.ntt/jp/ir/library/yuho/, https://group.ntt/jp/ir/mailnews/, https://group.ntt/jp/ir/message.html, https://group.ntt/jp/ir/mgt/, https://group.ntt/jp/ir/mgt/governance/, https://group.ntt/jp/ir/mgt/management/, https://group.ntt/jp/ir/mgt/managementstrategy/, https://group.ntt/jp/ir/mgt/others.html, https://group.ntt/jp/ir/news/, https://group.ntt/jp/ir/notification/, https://group.ntt/jp/ir/private_investor/, https://group.ntt/jp/ir/private_investor/benefit/, https://group.ntt/jp/ir/private_investor/business/, https://group.ntt/jp/ir/private_investor/convocation_notice/, https://group.ntt/jp/ir/private_investor/documents_digitization/shareholders_meeting.html, https://group.ntt/jp/ir/shares/, https://group.ntt/jp/ir/shares/analyst.html, https://group.ntt/jp/ir/shares/calendar/, https://group.ntt/jp/ir/shares/digest.html, https://group.ntt/jp/ir/shares/disclosure_policy/, https://group.ntt/jp/ir/shares/dividend.html, https://group.ntt/jp/ir/shares/gov.html, https://group.ntt/jp/ir/shares/history.html, https://group.ntt/jp/ir/shares/info.html, https://group.ntt/jp/ir/shares/regulations.html, https://group.ntt/jp/ir/shares/shareholders_meeting/, https://group.ntt/jp/ir/shares/stock/, https://group.ntt/jp/ir/shares/stock_search/, https://group.ntt/jp/news/, https://group.ntt/jp/news/notice/, https://group.ntt/jp/newsrelease/, https://group.ntt/jp/sustainability/environment/, https://group.ntt/jp/sustainability/environment/biodiversity/, https://group.ntt/jp/sustainability/environment/decarbonization/, https://group.ntt/jp/sustainability/environment/management/, https://group.ntt/jp/sustainability/environment/resource-circulation/, https://group.ntt/jp/sustainability/environment/tcfd/, https://group.ntt/jp/sustainability/governance/corporate-ethics/, https://group.ntt/jp/sustainability/governance/corporate-governance/, https://group.ntt/jp/sustainability/social/career-development/, https://group.ntt/jp/sustainability/social/technology/",True
株式会社三菱ＵＦＪフィナンシャル・グループ,https://www.mufg.jp/index.html,S,"about, business, ir, news, recruit, top","https://www.mufg.jp/careers/index.html, https://www.mufg.jp/careers/index.html?link_id=gnavi_careers, https://www.mufg.jp/careers/index.html?link_id=top_careers, https://www.mufg.jp/corporate_share/index.html, https://www.mufg.jp/csr/environment/ce/index.html?link_id=gnavi_csr_internal_environment_ce, https://www.mufg.jp/csr/environment/equator/index.html?link_id=gnavi_csr_internal_environment_equator, https://www.mufg.jp/csr/environment/index.html, https://www.mufg.jp/csr/environment/index.html?link_id=gnavi_csr_internal_environment, https://www.mufg.jp/csr/environment/nature/index.html?link_id=gnavi_csr_internal_environment_nature, https://www.mufg.jp/csr/environment/tcfd/index.html?link_id=gnavi_csr_internal_environment_tcfd, https://www.mufg.jp/csr/report/index.html?link_id=gnavi_ir_internal_csr_report, https://www.mufg.jp/csr/social/03/index.html?link_id=gnavi_csr_internal_social_03, https://www.mufg.jp/index.html, https://www.mufg.jp/ir/analyst/index.html, https://www.mufg.jp/ir/analyst/index.html?link_id=gnavi_ir_internal_analyst, https://www.mufg.jp/ir/contact/index.html, https://www.mufg.jp/ir/contact/index.html?link_id=gnavi_ir_internal_contact, https://www.mufg.jp/ir/fixed_income/greenbond/index.html?link_id=gnavi_ir_internal_fixed_income_greenbond, https://www.mufg.jp/ir/fixed_income/index.html, https://www.mufg.jp/ir/fixed_income/index.html?link_id=gnavi_ir_internal_fixed_income, https://www.mufg.jp/ir/fixed_income/ratings/index.html?link_id=gnavi_ir_internal_fixed_income_ratings, https://www.mufg.jp/ir/fs/index.html, https://www.mufg.jp/ir/fs/index.html?link_id=gnavi_ir_internal_fs, https://www.mufg.jp/ir/index.html, https://www.mufg.jp/ir/index.html?link_id=gnavi_ir, https://www.mufg.jp/ir/index.html?link_id=gnavi_ir_internal, https://www.mufg.jp/ir/index.html?link_id=top_ir, https://www.mufg.jp/ir/investors/index.html, https://www.mufg.jp/ir/investors/index.html?link_id=gnavi_ir_internal_investors, https://www.mufg.jp/ir/ir_policy/index.html, https://www.mufg.jp/ir/ir_policy/index.html?link_id=gnavi_ir_internal_ir_policy, https://www.mufg.jp/ir/presentation/2025/index.html, https://www.mufg.jp/ir/presentation/index.html, https://www.mufg.jp/ir/presentation/index.html?link_id=gnavi_ir_internal_presentation, https://www.mufg.jp/ir/public_notice/index.html, https://www.mufg.jp/ir/public_notice/index.html?link_id=gnavi_ir_internal_public_notice, https://www.mufg.jp/ir/report/annual_report/index.html?link_id=gnavi_ir_internal_report_annual_report, https://www.mufg.jp/ir/report/basel3/index.html?link_id=gnavi_ir_internal_report_basel3, https://www.mufg.jp/ir/report/disclosure/index.html?link_id=gnavi_ir_internal_report_disclosure, https://www.mufg.jp/ir/report/disclosure/index.html?link_id=top_mufgreport, https://www.mufg.jp/ir/report/index.html, https://www.mufg.jp/ir/report/index.html?link_id=gnavi_ir_internal_report, https://www.mufg.jp/ir/report/security_report/index.html?link_id=gnavi_ir_internal_report_security_report, https://www.mufg.jp/ir/report/to_shareholders/index.html?link_id=gnavi_ir_internal_report_to_shareholders, https://www.mufg.jp/ir/stock/dividend/index.html?link_id=gnavi_ir_internal_stock_dividend, https://www.mufg.jp/ir/stock/event/index.html?link_id=gnavi_ir_internal_stock_event, https://www.mufg.jp/ir/stock/index.html, https://www.mufg.jp/ir/stock/index.html?link_id=gnavi_ir_internal_stock, https://www.mufg.jp/ir/stock/meeting/index.html?link_id=gnavi_ir_internal_stock_meeting, https://www.mufg.jp/ir/stock/procedure/index.html?link_id=gnavi_ir_internal_stock_procedure, https://www.mufg.jp/ir/stock/return/index.html?link_id=gnavi_ir_internal_stock_return, https://www.mufg.jp/ir/stock/stock_information/index.html?link_id=gnavi_ir_internal_stock_stock_information, https://www.mufg.jp/pressrelease/index.html, https://www.mufg.jp/pressrelease/index.html?link_id=gnavi_pressrelease, https://www.mufg.jp/pressrelease/index.html?link_id=top_pressreleaselist, https://www.mufg.jp/profile/20years/index.html?link_id=top_mv04, https://www.mufg.jp/profile/biz_and_network/group/index.html?link_id=gnavi_profile_internal_biz_and_network_group, https://www.mufg.jp/profile/biz_and_network/index.html, https://www.mufg.jp/profile/biz_and_network/index.html?link_id=gnavi_profile_internal_biz_and_network, https://www.mufg.jp/profile/brand/about/index.html?link_id=gnavi_profile_internal_brand_about, https://www.mufg.jp/profile/brand/about/mufg_way_story/index.html?link_id=top_mv02, https://www.mufg.jp/profile/brand/index.html, https://www.mufg.jp/profile/brand/index.html?link_id=gnavi_profile_internal_brand, https://www.mufg.jp/profile/brand/ourbrand/index.html?link_id=gnavi_profile_internal_brand_ourbrand, https://www.mufg.jp/profile/brand/sponsorship/mufgstadium/index.html?link_id=top_pickup01, https://www.mufg.jp/profile/governance/audit/index.html?link_id=gnavi_profile_internal_governance_audit, https://www.mufg.jp/profile/governance/committees/index.html?link_id=gnavi_profile_internal_governance_committees, https://www.mufg.jp/profile/governance/compliance/index.html?link_id=gnavi_csr_internal_governance_compliance, https://www.mufg.jp/profile/governance/compliance/index.html?link_id=gnavi_profile_internal_governance_compliance, https://www.mufg.jp/profile/governance/ethics/index.html?link_id=gnavi_profile_internal_governance_ethics, https://www.mufg.jp/profile/governance/fd/index.html?link_id=gnavi_profile_internal_governance_fd, https://www.mufg.jp/profile/governance/index.html, https://www.mufg.jp/profile/governance/index.html?link_id=gnavi_profile_internal_governance, https://www.mufg.jp/profile/governance/policy/index.html?link_id=gnavi_profile_internal_governance_policy, https://www.mufg.jp/profile/governance/risk/index.html?link_id=gnavi_profile_internal_governance_risk, https://www.mufg.jp/profile/index.html, https://www.mufg.jp/profile/index.html?link_id=gnavi_profile, https://www.mufg.jp/profile/index.html?link_id=gnavi_profile_internal, https://www.mufg.jp/profile/index.html?link_id=top_profile, https://www.mufg.jp/profile/japan_rugby_league_one/index.html, https://www.mufg.jp/profile/japan_rugby_league_one/index.html?link_id=top_mv03, https://www.mufg.jp/profile/message/index.html, https://www.mufg.jp/profile/message/index.html?link_id=gnavi_profile_internal_message, https://www.mufg.jp/profile/message/index.html?link_id=top_mv01, https://www.mufg.jp/profile/overview/advisory_board/index.html?link_id=gnavi_profile_internal_overview_advisory_board, https://www.mufg.jp/profile/overview/executive_committee/index.html?link_id=gnavi_profile_internal_overview_executive_committee, https://www.mufg.jp/profile/overview/history/index.html?link_id=gnavi_profile_internal_overview_history, https://www.mufg.jp/profile/overview/index.html, https://www.mufg.jp/profile/overview/index.html?link_id=gnavi_profile_internal_overview, https://www.mufg.jp/profile/overview/management/index.html?link_id=gnavi_profile_internal_overview_management, https://www.mufg.jp/profile/strategy/dx/articles/0138/index.html?link_id=top_pickup02, https://www.mufg.jp/profile/strategy/dx/index.html?link_id=gnavi_profile_internal_strategy_dx, https://www.mufg.jp/profile/strategy/index.html, https://www.mufg.jp/profile/strategy/index.html?link_id=gnavi_profile_internal_strategy",True
ソニーグループ株式会社,https://www.sony.co.jp/corporate/,S,"about, business, ir, news, recruit, top","https://www.sony.co.jp/about-this-website/, https://www.sony.co.jp/corporate/, https://www.sony.co.jp/corporate/map/, https://www.sony.co.jp/corporate/message/, https://www.sony.co.jp/corporate/mission-vision/, https://www.sony.co.jp/corporate/sustainability/, https://www.sony.co.jp/corporate/sustainability/accessibility/, https://www.sony.co.jp/corporate/sustainability/diversity/, https://www.sony.co.jp/corporate/sustainability/environment/, https://www.sony.co.jp/corporate/sustainability/socialcontribution/, https://www.sony.co.jp/news-release/, https://www.sony.co.jp/products-services/, https://www.sony.co.jp/recruit/, https://www.sony.co.jp/service-information/",True
ＥＮＥＯＳホールディングス株式会社,https://www.hd.eneos.co.jp/,S,"about, business, ir, news, recruit, top","https://www.hd.eneos.co.jp/, https://www.hd.eneos.co.jp/about/, https://www.hd.eneos.co.jp/about/antisociety.html, https://www.hd.eneos.co.jp/about/carbon_neutral/, https://www.hd.eneos.co.jp/about/conduct.html, https://www.hd.eneos.co.jp/about/corporate_profile.html, https://www.hd.eneos.co.jp/about/corporate_value/, https://www.hd.eneos.co.jp/about/customer_harassment.html, https://www.hd.eneos.co.jp/about/determination/, https://www.hd.eneos.co.jp/about/executives/, https://www.hd.eneos.co.jp/about/group/, https://www.hd.eneos.co.jp/about/history/, https://www.hd.eneos.co.jp/about/message/, https://www.hd.eneos.co.jp/about/organization.html, https://www.hd.eneos.co.jp/about/philosophy.html, https://www.hd.eneos.co.jp/about/plan.html, https://www.hd.eneos.co.jp/about/policy/, https://www.hd.eneos.co.jp/about/policy/disclosure/, https://www.hd.eneos.co.jp/about/program/, https://www.hd.eneos.co.jp/about/purchase/, https://www.hd.eneos.co.jp/about/quick_facts/, https://www.hd.eneos.co.jp/about/risk/, https://www.hd.eneos.co.jp/about/social_media.html, https://www.hd.eneos.co.jp/about/sponsorships/, https://www.hd.eneos.co.jp/about/vision.html, https://www.hd.eneos.co.jp/business/, https://www.hd.eneos.co.jp/business/electricity/, https://www.hd.eneos.co.jp/business/energy/, https://www.hd.eneos.co.jp/business/high_performance_materials/, https://www.hd.eneos.co.jp/business/oilgas_exploration_production/, https://www.hd.eneos.co.jp/business/renewable_energy/, https://www.hd.eneos.co.jp/esgdb/environment/, https://www.hd.eneos.co.jp/ir/, https://www.hd.eneos.co.jp/ir/analyst.html, https://www.hd.eneos.co.jp/ir/evaluation/, https://www.hd.eneos.co.jp/ir/faq/, https://www.hd.eneos.co.jp/ir/investor/, https://www.hd.eneos.co.jp/ir/ir_sitemap.html, https://www.hd.eneos.co.jp/ir/irrelease/, https://www.hd.eneos.co.jp/ir/library/, https://www.hd.eneos.co.jp/ir/library/annual/, https://www.hd.eneos.co.jp/ir/performance_financial/, https://www.hd.eneos.co.jp/ir/public_notice.html, https://www.hd.eneos.co.jp/ir/stock/, https://www.hd.eneos.co.jp/ir/stock/rank/sustainablefinance/, https://www.hd.eneos.co.jp/news/, https://www.hd.eneos.co.jp/news/eneosways/, https://www.hd.eneos.co.jp/news/eneosways/articles/2478d2a579037ff05ae6975e118bf296174877c9/, https://www.hd.eneos.co.jp/news/gallery/, https://www.hd.eneos.co.jp/news/important/post/, https://www.hd.eneos.co.jp/news/important/sns/, https://www.hd.eneos.co.jp/news/release_information/, https://www.hd.eneos.co.jp/news/release_information/year/2025/20260319_01_01_mr06/, https://www.hd.eneos.co.jp/news/release_information/year/2026/20260401_01_01_mr02/, https://www.hd.eneos.co.jp/news/release_information/year/2026/20260406_01_01_mr06/, https://www.hd.eneos.co.jp/news/release_information/year/20260309_01_01_mr05/, https://www.hd.eneos.co.jp/news/social_media/, https://www.hd.eneos.co.jp/recruit/",True
日本郵政株式会社,https://www.japanpost.jp/group/about/,S,"about, business, history, ir, news, recruit, top","https://www.japanpost.jp/employment/, https://www.japanpost.jp/employment/career/, https://www.japanpost.jp/employment/comeback/, https://www.japanpost.jp/employment/newcomer/, https://www.japanpost.jp/faq/, https://www.japanpost.jp/group/about/, https://www.japanpost.jp/group/about/access/, https://www.japanpost.jp/group/about/fiduciary/, https://www.japanpost.jp/group/about/identity/, https://www.japanpost.jp/group/about/index04/, https://www.japanpost.jp/group/about/management/, https://www.japanpost.jp/group/about/message/, https://www.japanpost.jp/group/about/milestone/, https://www.japanpost.jp/group/about/officers/, https://www.japanpost.jp/group/about/organization/, https://www.japanpost.jp/group/about/outline/, https://www.japanpost.jp/group/about/relation/, https://www.japanpost.jp/group/about/subsidiary/, https://www.japanpost.jp/group/control/personal_info_consent/, https://www.japanpost.jp/group/facility/, https://www.japanpost.jp/group/facility/kanponoyado_history/, https://www.japanpost.jp/group/governance/corporate_governance/, https://www.japanpost.jp/ir/, https://www.japanpost.jp/ir/calendar/, https://www.japanpost.jp/ir/faq/, https://www.japanpost.jp/ir/investor/, https://www.japanpost.jp/ir/investor/index02/, https://www.japanpost.jp/ir/investor/index03/, https://www.japanpost.jp/ir/library/, https://www.japanpost.jp/ir/library/basel/, https://www.japanpost.jp/ir/library/disclosure/, https://www.japanpost.jp/ir/library/earnings/, https://www.japanpost.jp/ir/library/forecast/, https://www.japanpost.jp/ir/library/index02/, https://www.japanpost.jp/ir/library/index03/, https://www.japanpost.jp/ir/library/index04/, https://www.japanpost.jp/ir/library/index05-bs/, https://www.japanpost.jp/ir/library/presentation/, https://www.japanpost.jp/ir/library/rating/, https://www.japanpost.jp/ir/library/report/, https://www.japanpost.jp/ir/library/security/, https://www.japanpost.jp/ir/mail/, https://www.japanpost.jp/ir/news/, https://www.japanpost.jp/ir/policy/, https://www.japanpost.jp/ir/public_notice/, https://www.japanpost.jp/ir/sitemap/, https://www.japanpost.jp/ir/stock/, https://www.japanpost.jp/ir/stock/analyst_coverage/, https://www.japanpost.jp/ir/stock/index02/, https://www.japanpost.jp/ir/stock/index07/, https://www.japanpost.jp/ir/stock/index09/, https://www.japanpost.jp/ir/stock/index10/, https://www.japanpost.jp/ir/stock/index11/, https://www.japanpost.jp/ir/stock/meetings/, https://www.japanpost.jp/ir/strategy/, https://www.japanpost.jp/ir/strategy/index03/, https://www.japanpost.jp/ir/strategy/index04/, https://www.japanpost.jp/ir/strategy/index06/, https://www.japanpost.jp/ir/strategy/index07/, https://www.japanpost.jp/ir/strategy/index09/, https://www.japanpost.jp/ir/strategy/index12/, https://www.japanpost.jp/ir/strategy/index13/, https://www.japanpost.jp/ir/strategy/index15/, https://www.japanpost.jp/ir/strategy/index16/, https://www.japanpost.jp/news/, https://www.japanpost.jp/news/disaster/, https://www.japanpost.jp/news/disaster_response/, https://www.japanpost.jp/news/fraud-mail/, https://www.japanpost.jp/news/information/, https://www.japanpost.jp/news/mcz-sports/, https://www.japanpost.jp/news/notice-impersonate/, https://www.japanpost.jp/news/notices/, https://www.japanpost.jp/news/pressrelease/, https://www.japanpost.jp/news/privatization/, https://www.japanpost.jp/news/publication/, https://www.japanpost.jp/sustainability/environment/, https://www.japanpost.jp/sustainability/environment/biological_diversity/, https://www.japanpost.jp/sustainability/environment/climate/, https://www.japanpost.jp/sustainability/environment/environmental_management/, https://www.japanpost.jp/sustainability/environment/greenhouse_gas/, https://www.japanpost.jp/sustainability/environment/resources/, https://www.japanpost.jp/sustainability/librarydata/environment/",True
